SMA_120,SMA_60
3033.3591666666684,3024.755166666668
3033.2768333333347,3024.742166666668
3033.195000000001,3025.027833333333
3033.1185000000014,3025.3241666666663
3033.0420000000013,3025.6204999999995
3032.9655000000007,3026.0513333333324
3032.9085833333343,3026.658833333333
3032.814666666667,3027.192333333333
3032.7145,3027.730499999999
3032.6011666666664,3028.242333333333
3032.480416666666,3028.6624999999995
3032.359666666666,3029.0826666666667
3032.2389166666662,3029.502833333333
3032.204,3029.7531666666664
3032.12525,3029.9176666666663
3031.929499999999,3029.848166666666
3031.790249999999,3029.891666666667
3031.7136666666656,3030.0605
3031.612749999999,3030.180666666667
3031.4947499999985,3030.475333333334
3031.3767499999985,3030.856000000001
3031.348583333332,3031.4585000000006
3031.2336666666656,3031.9476666666674
3031.097833333332,3032.436833333334
3030.980749999998,3032.9635000000003
3030.881833333332,3033.5265
3030.875666666665,3034.2253333333333
3030.814999999999,3034.7348333333334
3030.782416666666,3035.2580000000003
3030.749833333333,3035.781166666666
3030.722083333333,3036.314
3030.6894166666666,3036.8370000000004
3030.65675,3037.3600000000006
3030.6240833333336,3037.688000000001
3030.6405,3038.0160000000005
3030.656916666667,3038.3440000000005
3030.5846666666675,3038.494666666667
3030.6100833333344,3038.7585000000004
3030.5813333333344,3038.914
3030.5663333333346,3039.097
3030.6257500000006,3039.373
3030.598500000001,3039.419166666667
3030.6382500000013,3039.501000000001
3030.6383333333347,3039.5106666666675
3030.6582500000018,3039.5600000000004
3030.7291666666683,3039.501333333334
3030.800083333335,3039.442666666668
3030.8114166666687,3039.216
3030.906666666669,3039.033
3031.067916666668,3038.8524999999995
3031.1627500000022,3038.6138333333324
3031.201833333336,3038.263666666666
3031.191750000003,3037.9851666666664
3031.175500000003,3037.7540000000004
3031.069750000003,3037.365666666667
3031.0665833333355,3037.221666666666
3030.935583333335,3037.0198333333324
3030.751416666669,3036.702333333333
3030.629583333336,3036.478
3030.4952500000018,3036.222333333333
3030.3539166666683,3035.952666666666
3030.1577500000017,3035.5733333333337
3030.137833333335,3035.247833333334
3030.117916666668,3034.911666666668
3030.102333333335,3034.5841666666674
3030.151833333335,3034.2523333333334
3030.217833333335,3033.776833333334
3030.2924166666685,3033.3925
3030.332916666668,3032.9353333333333
3030.3947500000013,3032.547166666666
3030.4107500000014,3032.159
3030.426750000001,3031.770833333333
3030.481833333334,3031.375
3030.366166666668,3030.9791666666665
3030.250500000001,3030.696333333333
3030.056500000001,3030.2648333333323
3029.901666666668,3029.848999999999
3029.746833333335,3029.426166666665
3029.592000000001,3029.003333333332
3029.527916666668,3028.5804999999978
3029.477750000001,3028.009666666664
3029.448666666668,3027.438833333332
3029.407833333334,3026.8679999999977
3029.4175000000014,3026.398166666665
3029.401916666668,3025.8221666666645
3029.446000000001,3025.2884999999983
3029.460666666668,3024.7521666666653
3029.475333333334,3024.2158333333323
3029.4687500000005,3023.679499999999
3029.4621666666667,3023.1333333333323
3029.4555833333334,3022.597166666665
3029.449,3022.061
3029.442416666666,3021.5248333333325
3029.338333333332,3020.988666666666
3029.2430833333324,3020.4701666666665
3029.059916666665,3019.8645
3028.930166666665,3019.3123333333338
3028.7534999999984,3018.7760000000003
3028.6346666666645,3018.3553333333334
3028.4869166666645,3017.8303333333333
3028.369166666665,3017.430333333333
3028.2097499999986,3017.0003333333325
3028.050333333332,3016.6393333333326
3027.8944999999994,3016.2783333333327
3027.7386666666657,3015.9173333333324
3027.5288333333324,3015.5563333333325
3027.318999999999,3015.2793333333325
3027.1091666666666,3015.0224999999987
3026.8993333333333,3014.756333333332
3026.671333333333,3014.5179999999987
3026.480666666667,3014.4171666666653
3026.29,3014.3163333333314
3026.008333333333,3014.0314999999987
3025.750333333333,3013.8361666666656
3025.50325,3013.582999999999
3025.27575,3013.3298333333328
3025.0396666666657,3013.1173333333336
3024.658583333332,3012.5875
3024.2045,3011.933
3023.8064166666663,3011.390500000001
3023.334083333333,3010.7703333333343
3022.9050833333336,3010.2368333333347
3022.453916666668,3009.6600000000017
3021.997416666668,3009.078833333335
3021.560250000002,3008.536333333336
3021.1219166666688,3008.008666666669
3020.707166666669,3007.637500000002
3020.288166666669,3007.2265000000025
3019.875416666669,3006.815500000002
3019.4290000000024,3006.310833333336
3019.006000000003,3005.853000000001
3018.583000000004,3005.395166666668
3018.117083333337,3004.859166666668
3017.65116666667,3004.323166666668
3017.241750000004,3003.865500000001
3016.6951666666696,3003.125500000001
3016.187833333336,3002.526666666668
3015.6770000000024,3001.927833333334
3015.1661666666687,3001.329
3014.649333333335,3000.718166666667
3014.036250000001,3000.062833333334
3013.4475000000016,2999.4561666666664
3012.919333333334,2998.920166666666
3012.425250000001,2998.4523333333327
3011.9030000000007,2997.9241666666658
3011.371333333335,2997.454166666665
3010.886000000002,2997.0198333333315
3010.374666666669,2996.533499999998
3009.8692500000025,2996.0589999999984
3009.390750000002,2995.648166666665
3008.901333333335,2995.205499999998
3008.4119166666687,2994.762833333332
3007.8141666666684,2994.1034999999983
3007.2705833333343,2993.543666666665
3006.7270000000008,2993.067333333332
3006.2277500000005,2992.579333333332
3005.701833333333,2992.0913333333315
3005.2495000000004,2991.6651666666653
3004.76725,2991.179166666666
3004.26175,2990.6631666666653
3003.755416666666,2990.0804999999987
3003.2490833333327,2989.4978333333324
3002.7772499999987,2988.915166666666
3002.2600833333327,2988.2418333333326
3001.7655833333324,2987.6138333333324
3001.2710833333326,2986.9858333333327
3000.8185833333328,2986.357833333333
3000.3761666666664,2985.729833333333
2999.929083333333,2985.101833333333
2999.39075,2984.2635
2998.887416666666,2983.357666666666
2998.520499999999,2982.724666666666
2998.106249999999,2982.1809999999987
2997.536583333332,2981.237
2997.150666666665,2980.718333333333
2996.764749999999,2980.1996666666664
2996.4077499999985,2979.8389999999995
2996.067916666665,2979.676
2995.707583333332,2979.49
2995.3565833333328,2979.3226666666665
2995.041,2979.268333333333
2994.725416666667,2979.2139999999995
2994.409833333334,2979.159666666666
2994.092083333335,2979.085999999999
2993.748666666668,2978.9524999999994
2993.4317500000016,2978.7723333333324
2993.106083333335,2978.574666666666
2992.7407500000027,2978.254999999999
2992.4059166666693,2978.043166666666
2992.031916666669,2977.7529999999992
2991.677500000003,2977.5019999999995
2991.483083333336,2977.5709999999995
2991.169583333336,2977.48
2990.931916666669,2977.5406666666663
2990.695500000002,2977.666666666666
2990.4590833333355,2977.7926666666663
2990.2226666666684,2977.9186666666665
2989.9862500000013,2978.0446666666667
2989.7843333333344,2978.2456666666667
2989.565166666667,2978.4664999999995
2989.375083333334,2978.6901666666663
2989.226666666668,2978.997166666666
2989.0530000000003,2979.1858333333325
2988.8793333333338,2979.3358333333326
2988.6125000000006,2979.2806666666665
2988.413500000001,2979.3445
2988.127083333334,2979.2461666666663
2987.884166666668,2979.2348333333334
2987.6412500000006,2979.1916666666666
2987.398333333333,2979.1485000000007
2987.155416666667,2979.105333333334
2986.9125,2979.1705000000006
2986.6695833333333,2979.235666666668
2986.42225,2979.300833333334
2986.177499999999,2979.287666666668
2985.998333333332,2979.417333333334
2985.760499999999,2979.369833333335
2985.5060833333328,2979.3470000000016
2985.237,2979.2948333333343
2984.952916666666,2979.242666666667
2984.6688333333323,2979.2571666666668
2984.384749999999,2979.271666666667
2984.100666666666,2979.3315
2983.930583333333,2979.619333333333
2983.7035,2979.793166666666
2983.4764166666664,2979.966999999999
2983.2118333333337,2980.0658333333326
2982.94725,2980.1646666666657
2982.664083333334,2980.325833333333
2982.4025833333344,2980.6251666666653
2982.130416666667,2980.8085
2981.8581666666664,2980.991666666667
2981.5594166666665,2981.1379999999995
2981.319916666667,2981.402833333333
2981.162916666667,2981.6075
2981.014000000001,2981.8283333333334
2980.919416666668,2981.969
2980.8928333333347,2982.1096666666667
2980.8701666666684,2982.250333333333
2980.7776666666687,2982.2326666666663
2980.814416666668,2982.360500000001
2980.8322500000013,2982.4505000000013
2980.850083333334,2982.540500000002
2980.735916666668,2982.411500000001
2980.678666666668,2982.435500000001
2980.5801666666684,2982.3880000000004
2980.478250000002,2982.442833333334
2980.419083333335,2982.583166666667
2980.3991666666684,2982.7943333333333
2980.375416666669,2982.9978333333333
2980.3121666666693,2982.9623333333325
2980.2662500000024,2982.961499999999
2980.2203333333364,2982.884833333332
2980.174416666669,2982.8081666666653
2980.350416666669,2983.034166666665
2980.450750000002,2983.108833333332
2980.5570833333354,2983.195499999997
2980.817916666668,2983.556666666665
2981.003000000001,2983.760333333332
2981.21525,2983.9639999999986
2981.52375,2984.3573333333325
2981.871,2984.744833333332
2982.116000000001,2985.046166666665
2982.373666666668,2985.4748333333314
2982.659416666668,2986.038166666665
2982.887166666667,2986.516833333332
2983.087166666667,2986.9281666666648
2983.345833333334,2987.456833333332
2983.5345833333336,2987.8775
2983.740916666666,2988.333333333333
2983.905916666666,2988.7065
2984.1139166666667,2989.0573333333327
2984.3141666666666,2989.392666666666
2984.514416666667,2989.7671666666665
2984.713416666667,2990.0711666666666
2984.9545833333336,2990.5165
2985.1447500000004,2990.919666666667
2985.3349166666667,2991.322833333334
2985.525083333333,2991.7553333333344
2985.71525,2992.1878333333348
2985.93875,2992.6203333333347
2986.16225,2993.052833333335
2986.408416666666,2993.371333333336
2986.654583333332,2993.689833333335
2986.900749999999,2994.0083333333355
2987.1469166666657,2994.326833333335
2987.448583333333,2994.831333333335
2987.7224999999994,2995.280333333335
2987.9923333333327,2995.6371666666687
2988.336499999999,2996.0476666666686
2988.6333333333328,2996.458166666669
2988.9301666666665,2996.987166666669
2989.25325,2997.3685000000023
2989.61325,2997.7411666666685
2989.8641666666667,2998.0715000000023
2990.091166666666,2998.3540000000016
2990.2878333333333,2998.6066666666684
2990.453,2998.796333333336
2990.7029166666666,2999.225333333336
2990.91225,2999.554000000003
2991.031750000001,2999.7030000000022
2991.196166666667,2999.941833333336
2991.3064166666672,3000.194666666669
2991.456583333334,3000.5016666666693
2991.651583333334,3000.8676666666684
2991.7982500000007,3001.208500000001
2991.998416666668,3001.554000000001
2992.198583333334,3001.7981666666674
2992.4183333333344,3002.032666666668
2992.662083333335,3002.361000000001
2992.813833333335,3002.6653333333347
2992.9655833333354,3002.969666666668
2993.0794166666687,3003.2740000000003
2993.1932500000025,3003.4270000000006
2993.288583333336,3003.543
2993.3839166666685,3003.653
2993.4792500000017,3003.605499999999
2993.557333333335,3003.557999999999
2993.6354166666683,3003.510499999999
2993.713500000001,3003.3681666666657
2993.791583333335,3003.1396666666656
2993.8051666666693,3002.865499999999
2993.905166666669,3002.7321666666653
2994.054000000003,3002.549833333332
2994.1691666666698,3002.300166666665
2994.294833333337,3002.106499999999
2994.4075833333363,3001.849333333332
2994.520333333337,3001.618999999999
2994.670500000004,3001.463499999999
2994.81041666667,3001.328833333332
2994.967000000004,3001.2274999999986
2995.11591666667,3001.1744999999987
2995.264833333337,3001.1369999999984
2995.433333333337,3001.099499999999
2995.443500000003,3000.773666666666
2995.5443333333365,3000.572166666666
2995.6451666666694,3000.3706666666662
2995.6765000000028,3000.030166666666
2995.7572500000024,2999.759166666666
2995.8380000000025,2999.4881666666656
2995.918750000002,2999.217166666666
2995.9588333333354,2998.864833333332
2996.082416666669,2998.7934999999984
2996.204083333335,2998.7183333333323
2996.3415833333347,2998.674833333332
2996.475083333334,2998.5678333333326
2996.635750000001,2998.4401666666654
2996.7964166666675,2998.366333333332
2996.964833333334,2998.292499999998
2997.1331666666674,2998.2186666666653
2997.152166666668,2997.846166666665
2997.3050833333346,2997.696833333331
2997.458000000001,2997.5474999999983
2997.692500000002,2997.640333333331
2997.859916666668,2997.6704999999984
2998.0213333333345,2997.7146666666654
2998.181000000001,2997.799833333332
2998.3406666666674,2997.822499999999
2998.581916666667,2997.9384999999984
2998.780916666667,2998.097666666665
2998.9799166666667,2998.256833333332
2999.145833333334,2998.403999999999
2999.383416666667,2998.572166666666
2999.6210000000005,2998.7108333333326
2999.858583333334,2998.847333333333
3000.096166666668,2998.9838333333328
3000.3371666666685,2999.120333333333
3000.471833333335,2999.1455
3000.629500000002,2999.202333333333
3000.810083333335,2999.259166666666
3000.9301666666684,2999.195
3001.0496666666686,2999.1296666666653
3001.1845833333355,2999.0951666666656
3001.304333333336,2999.181666666665
3001.407166666668,2999.271333333333
3001.512166666668,2999.371333333333
3001.5325000000007,2999.4595
3001.5528333333336,2999.547666666667
3001.489583333334,2999.468666666667
3001.4126666666675,2999.4571666666666
3001.265916666668,2999.415
3001.081333333333,2999.2221666666665
3000.907333333333,2999.027833333333
3000.691666666666,2998.8398333333325
3000.418166666666,2998.536166666666
3000.1626666666657,2998.2188333333324
2999.907166666666,2997.964999999999
2999.6382499999995,2997.6575
2999.3682499999995,2997.2755
2999.1189166666663,2996.893666666665
2998.92325,2996.618999999999
2998.788249999999,2996.401999999999
2998.709333333333,2996.2816666666654
2998.557,2996.138833333332
2998.3756666666663,2995.9776666666653
2998.2404166666665,2995.908666666665
2998.0648333333324,2995.8284999999987
2997.903416666666,2995.7766666666657
2997.742,2995.7248333333328
2997.448916666666,2995.409666666665
2997.212666666666,2995.2488333333326
2996.98075,2994.976499999999
2996.748916666665,2994.646166666666
2996.4707499999986,2994.173833333333
2996.2157499999976,2993.7359999999994
2995.9281666666648,2993.2885
2995.660166666665,2992.8801666666664
2995.449166666666,2992.5319999999992
2995.2991666666653,2992.305833333333
2995.193499999999,2992.317666666667
2995.0852499999987,2992.324333333333
2994.994083333332,2992.2913333333327
2995.144833333332,2992.6193333333326
2995.335166666665,2993.010999999999
2995.4160833333312,2993.158166666666
2995.516416666665,2993.318166666666
2995.638833333332,2993.477833333332
2995.811583333332,2993.7539999999995
2995.945916666665,2993.9533333333325
2996.1239999999984,2994.150333333332
2996.302083333332,2994.368333333333
2996.3312499999984,2994.2584999999995
2996.434916666665,2994.2976666666664
2996.4576666666644,2994.2045
2996.371249999999,2993.8951666666667
2996.355416666665,2993.727
2996.2167499999982,2993.368833333334
2996.101833333332,2993.058166666667
2995.9937499999983,2992.785166666667
2995.8856666666643,2992.5726666666665
2995.773416666665,2992.382666666666
2995.657749999998,2992.1858333333325
2995.542083333332,2991.928499999999
2995.6332499999985,2992.071499999999
2995.639499999999,2991.995833333332
2995.6457499999988,2991.9201666666654
2995.751833333333,2992.0441666666648
2995.890333333332,2992.3161666666647
2995.987666666665,2992.514499999998
2996.104666666665,2992.782833333332
2996.223249999998,2993.084666666665
2996.304333333332,2993.3864999999987
2996.322249999999,2993.6166666666654
2996.373916666665,2993.969666666665
2996.4345833333323,2994.370666666665
2996.498583333332,2994.7783333333314
2996.5789999999984,2995.213333333332
2996.599583333332,2995.5416666666656
2996.5839999999994,2995.8924999999995
2996.5684999999994,2996.1896666666657
2996.552916666666,2996.486833333333
2996.5373333333328,2996.624333333333
2996.5217499999994,2996.831833333334
2996.626333333332,2997.1580000000004
2996.701916666665,2997.4021666666667
2996.777499999999,2997.6746666666663
2996.8878333333323,2997.947166666666
2996.938416666665,2998.100166666666
2996.981999999999,2998.370833333333
2997.029083333333,2998.6575
2997.0965,2998.9443333333325
2997.1503333333326,2999.3241666666654
2997.1518333333324,2999.703833333332
2997.1286666666656,3000.083499999999
2997.099583333332,3000.4679999999985
2997.097666666666,3000.889666666665
2997.082166666666,3001.245499999998
2997.0666666666657,3001.521
2997.0511666666657,3001.711999999999
2997.1103333333326,3001.863333333333
2997.1694999999995,3002.0146666666665
2997.2286666666664,3001.9410000000003
2997.2264166666664,3001.7245000000007
2997.367833333333,3001.790666666668
2997.4309166666662,3001.703666666668
2997.494,3001.670000000001
2997.5570833333327,3001.5548333333354
2997.603083333333,3001.4498333333354
2997.608416666667,3001.2635000000023
2997.651083333333,3001.151833333336
2997.6957500000008,3001.1991666666686
2997.752500000001,3001.2465000000016
2997.8167500000004,3001.402000000002
2997.87725,3001.691166666669
2997.93775,3001.980333333336
2997.99825,3002.392333333336
2998.086583333333,3002.842000000003
2998.1845833333336,3003.311000000002
2998.27775,3003.770333333335
2998.4009999999994,3004.222500000002
2998.4869166666663,3004.5911666666684
2998.565416666666,3004.945000000001
2998.6136666666657,3005.092000000002
2998.558916666665,3005.046333333335
2998.593749999998,3005.1916666666684
2998.6049166666653,3005.189833333336
2998.616083333332,3005.1056666666686
2998.668833333332,3005.0215000000017
2998.725916666665,3004.9176666666685
2998.8607499999985,3004.9386666666683
2998.990916666665,3004.897166666668
2999.1767499999987,3005.0028333333344
2999.3879166666657,3005.146500000001
2999.606999999999,3005.244333333334
2999.841083333333,3005.3115000000003
3000.0751666666665,3005.3685
3000.3194166666663,3005.4254999999994
3000.5868333333333,3005.631999999999
3000.857166666667,3005.8218333333325
3001.0031666666664,3005.816666666665
3001.197916666666,3005.9089999999983
3001.3128333333325,3006.001333333332
3001.4627499999992,3006.035666666664
3001.6399999999994,3006.121999999998
3001.826583333333,3006.250999999998
3002.010166666666,3006.345666666665
3002.2255833333334,3006.503999999999
3002.4169166666675,3006.7406666666657
3002.690916666668,3007.010999999999
3002.957500000001,3007.2575
3003.224166666668,3007.4574999999995
3003.490833333334,3007.6575
3003.780666666667,3007.8575
3004.0705000000007,3008.0575000000003
3004.3627500000007,3008.2303333333334
3004.6047500000004,3008.319833333334
3004.845083333334,3008.444666666668
3005.018833333334,3008.516666666668
3005.1672500000004,3008.6225000000018
3005.295833333333,3008.7283333333344
3005.382833333334,3008.751000000001
3005.357333333334,3008.7736666666674
3005.332416666667,3008.7871666666674
3005.259666666667,3008.728666666668
3005.2209166666667,3008.7381666666674
3005.191833333333,3008.713666666668
3005.121999999999,3008.689166666668
3005.096833333332,3008.7845000000016
3005.0419999999986,3008.8035000000013
3004.987166666665,3008.822500000001
3005.020333333332,3008.841500000002
3005.0534999999973,3008.853000000001
3005.1332499999976,3008.864500000001
3005.1386666666644,3008.586166666668
3005.2072499999977,3008.434166666668
3005.3214166666653,3008.250500000001
3005.462333333332,3008.073
