time,open,high,low,close
1628077380,2508.41,2508.41,2508.41,2508.41
1628077440,2501.94,2501.94,2501.94,2501.94
1628077500,2501.94,2501.94,2501.94,2501.94
1628077560,2501.94,2501.94,2501.94,2501.94
1628077620,2504.82,2504.82,2504.82,2504.82
1628077680,2504.82,2504.82,2504.82,2504.82
1628077740,2502.52,2502.52,2502.52,2502.52
1628077800,2502.52,2502.52,2502.52,2502.52
1628077860,2502.52,2502.52,2502.52,2502.52
1628077920,2502.57,2502.57,2502.38,2502.38
1628077980,2501.72,2501.72,2501.72,2501.72
1628078040,2501.72,2501.72,2501.72,2501.72
1628078100,2501.72,2501.72,2501.72,2501.72
1628078160,2501.72,2501.72,2501.72,2501.72
1628078220,2501.72,2501.72,2501.72,2501.72
1628078280,2501.72,2501.72,2501.72,2501.72
1628078340,2505.57,2505.57,2505.43,2505.43
1628078400,2504.83,2504.83,2504.83,2504.83
1628078460,2504.83,2504.83,2504.83,2504.83
1628078520,2509.76,2512.68,2509.76,2512.68
1628078580,2514.50,2514.62,2514.50,2514.62
1628078640,2513.99,2513.99,2511.73,2511.73
1628078700,2512.40,2512.40,2512.40,2512.40
1628078760,2512.40,2512.40,2512.40,2512.40
1628078820,2514.58,2514.71,2514.58,2514.71
1628078880,2514.08,2517.01,2514.08,2517.01
1628078940,2517.27,2517.27,2517.27,2517.27
1628079000,2517.27,2517.27,2517.27,2517.27
1628079060,2516.85,2517.33,2516.41,2516.42
1628079120,2516.42,2516.42,2516.42,2516.42
1628079180,2516.42,2516.42,2516.42,2516.42
1628079240,2516.42,2516.42,2516.42,2516.42
1628079300,2516.42,2516.42,2516.42,2516.42
1628079360,2517.99,2517.99,2517.99,2517.99
1628079420,2517.99,2517.99,2517.99,2517.99
1628079480,2513.47,2513.47,2513.31,2513.31
1628079540,2512.65,2513.31,2512.65,2513.31
1628079600,2513.62,2515.60,2513.62,2515.03
1628079660,2515.03,2515.03,2515.03,2515.03
1628079720,2517.46,2517.91,2517.33,2517.91
1628079780,2517.91,2517.91,2517.91,2517.91
1628079840,2519.00,2522.45,2519.00,2522.45
1628079900,2522.45,2522.45,2522.45,2522.45
1628079960,2524.08,2524.08,2524.08,2524.08
1628080020,2520.86,2520.87,2520.86,2520.87
1628080080,2520.87,2520.87,2520.87,2520.87
1628080140,2523.35,2523.40,2523.35,2523.40
1628080200,2524.70,2524.70,2524.70,2524.70
1628080260,2520.01,2520.01,2520.00,2520.00
1628080320,2520.00,2520.00,2520.00,2520.00
1628080380,2519.61,2519.61,2519.61,2519.61
1628080440,2519.61,2519.61,2519.61,2519.61
1628080500,2519.61,2519.61,2519.61,2519.61
1628080560,2519.61,2519.61,2519.61,2519.61
1628080620,2519.72,2519.72,2519.72,2519.72
1628080680,2524.84,2528.18,2524.84,2527.15
1628080740,2528.33,2528.33,2528.33,2528.33
1628080800,2528.35,2530.00,2528.06,2530.00
1628080860,2535.63,2536.38,2535.63,2536.38
1628080920,2536.38,2536.38,2536.38,2536.38
1628080980,2530.16,2534.87,2530.16,2534.87
1628081040,2537.70,2558.28,2537.70,2543.67
1628081100,2550.48,2552.79,2550.48,2552.79
1628081160,2558.73,2569.29,2558.73,2569.29
1628081220,2565.57,2567.60,2559.15,2561.24
1628081280,2560.21,2565.70,2560.21,2564.72
1628081340,2565.53,2565.54,2563.79,2563.79
1628081400,2567.29,2571.66,2567.29,2571.66
1628081460,2572.27,2572.27,2571.24,2571.24
1628081520,2572.28,2574.48,2572.28,2574.48
1628081580,2576.06,2580.00,2576.06,2580.00
1628081640,2580.00,2580.25,2577.89,2580.25
1628081700,2578.55,2578.56,2575.83,2575.83
1628081760,2580.90,2584.35,2579.29,2579.29
1628081820,2584.21,2584.77,2584.21,2584.77
1628081880,2588.70,2589.13,2588.70,2589.13
1628081940,2586.63,2591.42,2586.63,2589.91
1628082000,2592.10,2592.65,2590.27,2590.27
1628082060,2585.42,2585.42,2583.00,2583.00
1628082120,2583.00,2584.32,2583.00,2584.17
1628082180,2584.17,2584.17,2584.17,2584.17
1628082240,2584.00,2584.00,2580.21,2580.45
1628082300,2577.58,2577.58,2576.10,2576.10
1628082360,2575.20,2576.10,2573.79,2575.34
1628082420,2576.10,2581.13,2576.10,2581.13
1628082480,2597.00,2597.00,2597.00,2597.00
1628082540,2592.87,2594.46,2588.63,2588.69
1628082600,2591.06,2591.06,2591.06,2591.06
1628082660,2594.38,2594.38,2593.00,2593.00
1628082720,2593.00,2594.07,2592.08,2594.07
1628082780,2594.07,2594.07,2594.07,2594.07
1628082840,2587.96,2587.96,2582.80,2582.84
1628082900,2582.92,2583.57,2582.92,2583.19
1628082960,2583.62,2583.80,2580.13,2580.13
1628083020,2582.83,2582.83,2581.81,2581.81
1628083080,2580.86,2581.48,2580.86,2581.48
1628083140,2585.35,2585.37,2585.35,2585.37
1628083200,2593.03,2593.10,2593.03,2593.10
1628083260,2592.53,2593.08,2592.53,2593.08
1628083320,2595.34,2599.84,2595.34,2598.69
1628083380,2598.57,2599.84,2598.21,2599.11
1628083440,2597.76,2597.76,2597.76,2597.76
1628083500,2599.84,2606.08,2599.84,2606.08
1628083560,2606.96,2620.43,2606.96,2618.40
1628083620,2617.17,2617.49,2615.00,2615.00
1628083680,2617.19,2618.01,2615.44,2615.44
1628083740,2616.12,2616.12,2616.12,2616.12
1628083800,2612.72,2623.09,2612.72,2618.57
1628083860,2621.19,2621.19,2621.19,2621.19
1628083920,2615.53,2617.65,2615.53,2617.02
1628083980,2615.57,2615.70,2609.01,2609.01
1628084040,2609.01,2609.01,2609.01,2609.01
1628084100,2610.49,2610.50,2609.71,2609.71
1628084160,2609.71,2609.71,2609.71,2609.71
1628084220,2614.46,2616.72,2614.46,2616.72
1628084280,2621.15,2626.06,2621.15,2626.06
1628084340,2627.98,2627.98,2624.48,2624.48
1628084400,2624.86,2629.81,2624.86,2628.21
1628084460,2628.35,2629.25,2628.35,2628.66
1628084520,2625.53,2626.36,2625.53,2626.30
1628084580,2625.30,2625.30,2618.47,2618.47
1628084640,2620.83,2620.83,2619.46,2619.46
1628084700,2616.70,2616.70,2616.70,2616.70
1628084760,2618.99,2619.00,2614.57,2619.00
1628084820,2619.00,2619.00,2619.00,2619.00
1628084880,2620.48,2620.48,2618.82,2619.22
1628084940,2624.62,2624.83,2619.50,2619.50
1628085000,2619.23,2619.48,2618.28,2618.28
1628085060,2618.41,2618.41,2618.41,2618.41
1628085120,2618.41,2618.41,2618.41,2618.41
1628085180,2613.36,2613.36,2613.36,2613.36
1628085240,2615.51,2615.51,2615.51,2615.51
1628085300,2611.72,2611.72,2608.56,2608.56
1628085360,2609.00,2615.71,2608.95,2615.71
1628085420,2610.23,2610.23,2607.36,2607.36
1628085480,2605.50,2605.61,2603.62,2603.62
1628085540,2603.62,2603.62,2603.62,2603.62
1628085600,2612.16,2612.16,2610.81,2610.81
1628085660,2615.21,2619.54,2615.21,2616.05
1628085720,2618.25,2618.25,2618.25,2618.25
1628085780,2618.85,2618.86,2618.85,2618.85
1628085840,2612.41,2612.41,2612.41,2612.41
1628085900,2613.49,2613.49,2610.42,2610.42
1628085960,2608.87,2609.19,2608.07,2608.07
1628086020,2606.32,2606.32,2604.18,2604.18
1628086080,2604.18,2604.18,2604.18,2604.18
1628086140,2610.48,2610.77,2610.48,2610.77
1628086200,2610.77,2610.77,2610.77,2610.77
1628086260,2610.77,2610.77,2610.77,2610.77
1628086320,2614.78,2615.00,2614.78,2615.00
1628086380,2617.99,2618.00,2617.99,2618.00
1628086440,2618.00,2618.00,2618.00,2618.00
1628086500,2623.26,2623.26,2623.26,2623.26
1628086560,2624.49,2628.94,2624.49,2627.70
1628086620,2625.72,2625.72,2614.85,2622.09
1628086680,2619.98,2619.98,2617.51,2617.51
1628086740,2615.99,2615.99,2615.99,2615.99
1628086800,2615.99,2615.99,2615.99,2615.99
1628086860,2618.69,2618.69,2618.69,2618.69
1628086920,2618.69,2618.69,2618.69,2618.69
1628086980,2618.20,2618.20,2618.20,2618.20
1628087040,2617.74,2618.69,2617.74,2618.69
1628087100,2618.38,2619.00,2618.38,2619.00
1628087160,2622.43,2627.74,2622.43,2627.74
1628087220,2628.49,2630.36,2628.49,2630.36
1628087280,2627.47,2627.47,2627.47,2627.47
1628087340,2627.05,2627.05,2627.05,2627.05
1628087400,2624.62,2624.62,2623.11,2623.11
1628087460,2623.10,2623.10,2623.10,2623.10
1628087520,2623.10,2623.34,2623.10,2623.34
1628087580,2624.00,2624.00,2623.10,2623.10
1628087640,2619.06,2619.06,2619.06,2619.06
1628087700,2615.65,2615.65,2615.65,2615.65
1628087760,2615.65,2615.65,2615.65,2615.65
1628087820,2621.15,2624.90,2619.23,2624.90
1628087880,2616.30,2617.43,2616.30,2617.43
1628087940,2619.45,2619.45,2619.45,2619.45
1628088000,2622.04,2622.04,2622.04,2622.04
1628088060,2622.06,2625.00,2622.06,2625.00
1628088120,2627.94,2627.94,2627.94,2627.94
1628088180,2627.94,2627.94,2627.94,2627.94
1628088240,2627.94,2627.94,2627.94,2627.94
1628088300,2630.37,2635.67,2630.37,2635.67
1628088360,2635.82,2635.82,2635.82,2635.82
1628088420,2634.48,2634.51,2631.92,2632.00
1628088480,2633.24,2639.36,2632.05,2632.05
1628088540,2632.65,2636.34,2632.54,2636.34
1628088600,2637.77,2638.86,2635.08,2635.08
1628088660,2633.85,2638.69,2633.85,2637.83
1628088720,2637.66,2640.80,2637.66,2639.73
1628088780,2641.64,2641.64,2639.67,2640.78
1628088840,2640.00,2640.77,2638.03,2638.03
1628088900,2637.45,2638.46,2635.34,2635.34
1628088960,2632.86,2635.00,2632.86,2635.00
1628089020,2634.99,2639.81,2634.99,2639.81
1628089080,2638.07,2638.61,2637.10,2638.02
1628089140,2639.89,2640.11,2636.97,2639.01
1628089200,2641.46,2642.12,2638.28,2641.89
1628089260,2641.84,2642.96,2641.84,2642.96
1628089320,2646.10,2650.26,2646.10,2649.31
1628089380,2649.37,2649.37,2648.84,2648.84
1628089440,2650.50,2650.71,2650.50,2650.71
1628089500,2650.04,2658.44,2650.04,2658.44
1628089560,2659.89,2660.23,2653.07,2653.40
1628089620,2652.63,2658.06,2652.16,2656.11
1628089680,2655.49,2661.89,2652.73,2661.89
1628089740,2665.56,2667.00,2663.00,2663.00
1628089800,2664.76,2675.00,2664.76,2675.00
1628089860,2673.95,2677.00,2672.74,2677.00
1628089920,2677.01,2694.16,2677.01,2693.80
1628089980,2694.15,2694.97,2687.29,2687.29
1628090040,2684.34,2690.69,2684.34,2686.95
1628090100,2686.63,2689.51,2673.02,2678.22
1628090160,2678.80,2679.34,2675.30,2675.30
1628090220,2675.30,2675.30,2675.30,2675.30
1628090280,2679.88,2680.00,2679.88,2680.00
1628090340,2678.16,2678.16,2676.08,2676.08
1628090400,2676.00,2679.97,2676.00,2679.97
1628090460,2678.89,2678.90,2669.44,2669.73
1628090520,2669.40,2674.69,2668.79,2674.69
1628090580,2674.69,2677.53,2671.41,2674.33
1628090640,2674.33,2680.64,2674.33,2680.64
1628090700,2673.71,2673.71,2670.25,2670.85
1628090760,2671.27,2671.27,2670.53,2670.53
1628090820,2671.46,2673.34,2671.46,2672.97
1628090880,2672.97,2672.97,2672.97,2672.97
1628090940,2669.64,2669.64,2669.48,2669.48
1628091000,2673.00,2673.00,2669.24,2670.45
1628091060,2669.61,2669.61,2663.26,2666.39
1628091120,2665.45,2666.04,2665.45,2666.04
1628091180,2666.04,2666.04,2666.04,2666.04
1628091240,2663.00,2663.00,2660.91,2660.91
1628091300,2660.91,2664.26,2660.02,2664.26
1628091360,2665.71,2673.04,2665.71,2673.04
1628091420,2673.04,2673.04,2673.04,2673.04
1628091480,2670.60,2670.60,2666.47,2666.47
1628091540,2666.75,2666.75,2664.49,2664.49
1628091600,2663.79,2663.79,2662.86,2662.86
1628091660,2662.86,2662.86,2662.86,2662.86
1628091720,2659.29,2662.18,2659.29,2661.85
1628091780,2661.85,2661.85,2661.85,2661.85
1628091840,2663.31,2665.02,2663.30,2665.02
1628091900,2664.00,2667.44,2664.00,2667.44
1628091960,2670.71,2670.71,2670.52,2670.52
1628092020,2669.07,2673.23,2669.07,2673.23
1628092080,2673.75,2673.75,2673.74,2673.74
1628092140,2669.37,2669.37,2669.37,2669.37
1628092200,2666.44,2666.44,2666.43,2666.43
1628092260,2664.34,2664.34,2664.34,2664.34
1628092320,2666.47,2666.47,2666.47,2666.47
1628092380,2666.47,2666.47,2666.47,2666.47
1628092440,2666.47,2666.47,2666.47,2666.47
1628092500,2674.99,2674.99,2674.99,2674.99
1628092560,2674.04,2674.04,2674.04,2674.04
1628092620,2674.04,2674.04,2674.04,2674.04
1628092680,2674.04,2674.04,2674.04,2674.04
1628092740,2673.96,2673.96,2673.96,2673.96
1628092800,2679.77,2680.38,2679.77,2680.38
1628092860,2679.23,2682.72,2676.61,2681.31
1628092920,2683.69,2683.69,2683.69,2683.69
1628092980,2686.73,2687.75,2686.73,2687.75
1628093040,2687.75,2687.75,2687.75,2687.75
1628093100,2674.47,2674.61,2670.07,2670.07
1628093160,2671.02,2671.02,2671.02,2671.02
1628093220,2669.20,2669.20,2669.20,2669.20
1628093280,2671.74,2680.75,2671.74,2680.74
1628093340,2685.00,2686.73,2685.00,2686.73
1628093400,2686.73,2686.73,2686.73,2686.73
1628093460,2690.01,2692.35,2690.01,2692.35
1628093520,2691.83,2707.50,2691.83,2700.66
1628093580,2700.65,2723.22,2699.69,2716.39
1628093640,2720.80,2722.93,2712.25,2712.25
1628093700,2712.25,2720.70,2710.47,2716.43
1628093760,2718.92,2718.92,2713.36,2716.71
1628093820,2715.12,2715.99,2708.36,2708.36
1628093880,2708.55,2709.89,2705.18,2705.18
1628093940,2705.18,2705.18,2693.93,2693.93
1628094000,2696.44,2696.44,2696.44,2696.44
1628094060,2696.44,2696.44,2696.44,2696.44
1628094120,2703.03,2703.03,2703.03,2703.03
1628094180,2702.35,2702.95,2702.35,2702.95
1628094240,2702.05,2703.17,2701.59,2701.59
1628094300,2701.30,2701.99,2696.87,2696.87
1628094360,2699.94,2699.94,2697.79,2699.04
1628094420,2699.04,2699.04,2699.04,2699.04
1628094480,2700.69,2700.69,2700.38,2700.38
1628094540,2700.01,2700.01,2700.00,2700.00
1628094600,2701.24,2706.06,2701.24,2706.06
1628094660,2706.84,2706.85,2701.23,2701.23
1628094720,2700.87,2701.05,2697.80,2697.80
1628094780,2697.63,2700.75,2695.29,2695.81
1628094840,2701.40,2701.40,2701.40,2701.40
1628094900,2701.40,2701.40,2701.40,2701.40
1628094960,2705.33,2708.54,2705.33,2708.54
1628095020,2707.86,2709.77,2707.86,2708.69
1628095080,2709.83,2709.84,2709.83,2709.84
1628095140,2710.22,2710.75,2710.22,2710.54
1628095200,2705.52,2707.34,2705.52,2707.05
1628095260,2706.23,2711.24,2706.23,2711.24
1628095320,2713.85,2714.09,2711.51,2711.51
1628095380,2711.51,2711.51,2711.51,2711.51
1628095440,2717.20,2720.00,2717.20,2720.00
1628095500,2720.00,2723.08,2720.00,2723.08
1628095560,2719.23,2719.31,2711.40,2711.91
1628095620,2706.98,2706.98,2706.10,2706.10
1628095680,2706.10,2706.10,2706.10,2706.10
1628095740,2712.84,2713.92,2712.72,2712.72
1628095800,2712.72,2712.72,2712.72,2712.72
1628095860,2707.61,2708.85,2706.48,2708.85
1628095920,2708.45,2710.43,2708.45,2710.30
1628095980,2710.27,2710.27,2706.81,2706.81
1628096040,2707.67,2707.67,2707.67,2707.67
1628096100,2708.01,2708.01,2708.01,2708.01
1628096160,2708.12,2708.12,2707.72,2707.72
1628096220,2711.96,2712.12,2711.96,2712.12
1628096280,2710.14,2710.14,2710.14,2710.14
1628096340,2709.23,2709.80,2708.73,2709.55
1628096400,2710.00,2711.58,2706.96,2706.96
1628096460,2705.19,2705.19,2686.34,2690.92
1628096520,2692.48,2693.83,2687.19,2687.19
1628096580,2688.89,2693.90,2688.89,2693.90
1628096640,2688.84,2688.84,2688.84,2688.84
1628096700,2690.90,2699.28,2690.90,2698.76
1628096760,2697.78,2700.00,2697.78,2700.00
1628096820,2703.71,2703.71,2701.35,2701.35
1628096880,2702.28,2702.66,2699.29,2699.29
1628096940,2698.00,2698.00,2689.45,2689.45
1628097000,2696.04,2696.04,2696.04,2696.04
1628097060,2695.97,2695.97,2695.55,2695.55
1628097120,2695.55,2695.55,2695.55,2695.55
1628097180,2696.81,2696.81,2695.95,2695.95
1628097240,2695.95,2695.95,2695.95,2695.95
1628097300,2696.78,2698.72,2696.78,2698.72
1628097360,2696.97,2700.78,2696.97,2698.29
1628097420,2699.54,2700.51,2699.54,2700.09
1628097480,2697.69,2697.69,2697.69,2697.69
1628097540,2697.69,2697.69,2697.69,2697.69
1628097600,2697.69,2697.69,2697.69,2697.69
1628097660,2693.22,2693.22,2693.22,2693.22
1628097720,2693.68,2693.68,2693.68,2693.68
1628097780,2691.23,2691.23,2691.23,2691.23
1628097840,2684.94,2685.07,2684.94,2685.07
1628097900,2689.04,2689.04,2688.27,2688.27
1628097960,2689.53,2689.53,2689.53,2689.53
1628098020,2691.93,2691.93,2691.93,2691.93
1628098080,2690.52,2690.52,2690.52,2690.52
1628098140,2690.52,2690.52,2690.52,2690.52
1628098200,2689.32,2690.42,2689.32,2690.42
1628098260,2690.42,2690.42,2690.42,2690.42
1628098320,2695.07,2696.20,2695.07,2696.12
1628098380,2696.46,2697.07,2696.46,2697.07
1628098440,2693.28,2693.28,2693.28,2693.28
1628098500,2693.50,2693.50,2690.00,2691.54
1628098560,2691.54,2691.54,2691.54,2691.54
1628098620,2693.01,2693.01,2693.01,2693.01
1628098680,2693.02,2693.02,2693.01,2693.02
1628098740,2693.01,2693.01,2690.00,2690.00
1628098800,2690.00,2690.00,2690.00,2690.00
1628098860,2690.75,2690.75,2690.75,2690.75
1628098920,2691.18,2691.18,2691.18,2691.18
1628098980,2692.19,2692.19,2692.19,2692.19
1628099040,2692.19,2692.19,2692.19,2692.19
1628099100,2692.19,2692.19,2692.19,2692.19
1628099160,2692.19,2692.19,2692.19,2692.19
1628099220,2695.00,2696.51,2695.00,2696.51
1628099280,2697.24,2697.24,2697.24,2697.24
1628099340,2697.59,2698.31,2697.59,2698.31
1628099400,2698.31,2698.31,2698.31,2698.31
1628099460,2691.75,2692.27,2691.75,2692.27
1628099520,2683.75,2683.75,2675.66,2675.84
1628099580,2680.89,2685.48,2680.89,2685.48
1628099640,2681.96,2681.96,2645.64,2671.38
1628099700,2675.08,2677.43,2675.08,2675.57
1628099760,2674.14,2674.14,2669.32,2670.85
1628099820,2672.75,2672.75,2672.75,2672.75
1628099880,2672.75,2672.75,2672.75,2672.75
1628099940,2677.00,2677.53,2677.00,2677.53
1628100000,2677.54,2677.54,2677.54,2677.54
1628100060,2674.91,2674.91,2674.51,2674.51
1628100120,2674.51,2674.51,2674.51,2674.51
1628100180,2679.55,2700.64,2679.55,2683.70
1628100240,2684.72,2685.85,2684.72,2685.85
1628100300,2687.43,2687.43,2687.43,2687.43
1628100360,2687.30,2687.30,2687.30,2687.30
1628100420,2690.41,2690.41,2690.41,2690.41
1628100480,2690.20,2690.61,2690.20,2690.61
1628100540,2690.61,2690.61,2690.61,2690.61
1628100600,2692.58,2692.58,2692.58,2692.58
1628100660,2692.82,2692.82,2692.82,2692.82
1628100720,2693.88,2693.88,2693.88,2693.88
1628100780,2692.00,2692.00,2692.00,2692.00
1628100840,2692.00,2692.00,2692.00,2692.00
1628100900,2692.00,2692.00,2692.00,2692.00
1628100960,2687.30,2687.30,2681.36,2681.36
1628101020,2681.36,2681.36,2681.36,2681.36
1628101080,2682.89,2682.89,2682.89,2682.89
1628101140,2682.89,2682.89,2682.89,2682.89
1628101200,2682.89,2682.89,2682.89,2682.89
1628101260,2682.89,2682.89,2682.89,2682.89
1628101320,2682.49,2682.49,2682.49,2682.49
1628101380,2682.54,2682.85,2682.54,2682.85
1628101440,2682.74,2682.74,2682.74,2682.74
1628101500,2682.74,2682.74,2682.74,2682.74
1628101560,2687.08,2687.08,2687.08,2687.08
1628101620,2691.83,2691.83,2691.83,2691.83
1628101680,2693.38,2693.75,2693.38,2693.75
1628101740,2692.96,2692.96,2692.96,2692.96
1628101800,2687.47,2687.48,2686.49,2686.49
1628101860,2686.49,2686.49,2686.49,2686.49
1628101920,2686.49,2686.49,2686.49,2686.49
1628101980,2686.97,2686.97,2686.97,2686.97
1628102040,2686.97,2686.97,2686.97,2686.97
1628102100,2686.97,2686.97,2686.97,2686.97
1628102160,2690.00,2691.84,2690.00,2691.84
1628102220,2691.84,2691.84,2691.84,2691.84
1628102280,2691.84,2691.84,2691.84,2691.84
1628102340,2691.84,2691.84,2691.84,2691.84
1628102400,2693.45,2693.45,2693.45,2693.45
1628102460,2693.45,2693.45,2693.45,2693.45
1628102520,2690.72,2690.72,2690.72,2690.72
1628102580,2690.41,2694.00,2690.41,2692.03
1628102640,2692.62,2693.99,2692.62,2692.85
1628102700,2694.00,2694.00,2694.00,2694.00
1628102760,2694.00,2694.00,2694.00,2694.00
1628102820,2697.89,2704.69,2697.89,2704.69
1628102880,2703.44,2703.44,2701.14,2701.14
1628102940,2702.28,2702.28,2701.58,2701.58
1628103000,2701.58,2701.58,2701.58,2701.58
1628103060,2701.58,2701.58,2701.58,2701.58
1628103120,2701.58,2701.58,2701.58,2701.58
1628103180,2700.00,2700.00,2700.00,2700.00
1628103240,2696.35,2696.43,2696.35,2696.43
1628103300,2696.43,2696.43,2696.43,2696.43
1628103360,2696.43,2696.43,2696.43,2696.43
1628103420,2690.00,2690.06,2690.00,2690.04
1628103480,2690.04,2690.04,2690.04,2690.04
1628103540,2690.04,2690.04,2690.04,2690.04
1628103600,2690.04,2690.04,2690.04,2690.04
1628103660,2685.54,2685.54,2685.54,2685.54
1628103720,2683.31,2683.31,2683.31,2683.31
1628103780,2682.11,2682.11,2682.11,2682.11
1628103840,2684.25,2685.50,2684.24,2684.24
1628103900,2683.67,2683.79,2683.67,2683.79
1628103960,2684.35,2685.20,2684.35,2685.20
1628104020,2685.20,2685.20,2685.20,2685.20
1628104080,2685.20,2685.20,2685.20,2685.20
1628104140,2685.20,2685.20,2685.20,2685.20
1628104200,2685.20,2685.20,2685.20,2685.20
1628104260,2688.02,2688.02,2688.02,2688.02
1628104320,2688.02,2692.99,2688.02,2692.99
1628104380,2692.99,2692.99,2692.99,2692.99
1628104440,2692.96,2692.96,2692.96,2692.96
1628104500,2693.00,2695.20,2693.00,2695.20
1628104560,2695.20,2695.20,2695.20,2695.20
1628104620,2695.20,2695.20,2695.20,2695.20
1628104680,2695.20,2695.20,2695.20,2695.20
1628104740,2695.06,2695.06,2695.06,2695.06
1628104800,2695.06,2695.06,2695.06,2695.06
1628104860,2694.22,2694.22,2694.22,2694.22
1628104920,2694.22,2694.22,2694.22,2694.22
1628104980,2694.22,2694.22,2694.22,2694.22
1628105040,2690.86,2690.86,2690.74,2690.74
1628105100,2689.58,2691.18,2689.58,2691.18
1628105160,2693.72,2693.72,2693.72,2693.72
1628105220,2692.99,2692.99,2692.99,2692.99
1628105280,2692.99,2692.99,2692.99,2692.99
1628105340,2692.99,2692.99,2692.99,2692.99
1628105400,2692.10,2693.44,2692.10,2693.44
1628105460,2686.96,2687.09,2686.96,2687.09
1628105520,2687.09,2687.09,2687.09,2687.09
1628105580,2687.09,2687.09,2687.09,2687.09
1628105640,2687.09,2687.09,2687.09,2687.09
1628105700,2685.86,2685.86,2685.15,2685.15
1628105760,2684.51,2684.51,2684.51,2684.51
1628105820,2683.36,2683.36,2683.36,2683.36
1628105880,2683.36,2683.36,2683.36,2683.36
1628105940,2683.36,2683.36,2683.36,2683.36
1628106000,2690.11,2691.53,2689.87,2691.53
1628106060,2691.53,2691.53,2691.53,2691.53
1628106120,2691.53,2691.53,2691.53,2691.53
1628106180,2691.53,2691.53,2691.53,2691.53
1628106240,2691.53,2691.53,2691.53,2691.53
1628106300,2693.79,2693.79,2693.79,2693.79
1628106360,2694.42,2694.42,2694.29,2694.29
1628106420,2691.31,2691.32,2691.31,2691.32
1628106480,2686.43,2686.43,2686.43,2686.43
1628106540,2686.43,2686.43,2686.43,2686.43
1628106600,2686.43,2686.43,2686.43,2686.43
1628106660,2693.35,2693.35,2693.35,2693.35
1628106720,2693.35,2693.35,2693.35,2693.35
1628106780,2696.68,2696.68,2696.03,2696.03
1628106840,2696.03,2696.03,2696.03,2696.03
1628106900,2696.03,2696.03,2696.03,2696.03
1628106960,2697.43,2697.85,2697.43,2697.85
1628107020,2696.51,2696.51,2694.43,2694.43
1628107080,2694.43,2694.43,2694.43,2694.43
1628107140,2693.27,2695.20,2691.99,2695.20
1628107200,2696.93,2698.00,2696.93,2698.00
1628107260,2698.00,2698.00,2698.00,2698.00
1628107320,2698.00,2698.00,2698.00,2698.00
1628107380,2696.70,2696.70,2696.19,2696.19
1628107440,2699.48,2699.48,2699.48,2699.48
1628107500,2697.11,2697.11,2695.24,2695.24
1628107560,2698.22,2699.61,2698.22,2699.61
1628107620,2699.80,2700.45,2699.39,2699.39
1628107680,2702.37,2702.60,2702.37,2702.60
1628107740,2704.78,2707.43,2704.78,2705.76
1628107800,2709.56,2712.98,2706.49,2706.49
1628107860,2706.49,2706.49,2706.49,2706.49
1628107920,2704.21,2704.49,2704.21,2704.49
1628107980,2704.49,2704.49,2704.49,2704.49
1628108040,2702.06,2702.06,2702.05,2702.05
1628108100,2701.98,2701.98,2698.89,2699.72
1628108160,2700.23,2702.64,2700.23,2702.64
1628108220,2702.64,2702.64,2702.64,2702.64
1628108280,2702.64,2702.64,2702.64,2702.64
1628108340,2701.85,2701.85,2701.20,2701.20
1628108400,2704.75,2704.96,2704.31,2704.32
1628108460,2706.80,2707.01,2706.80,2707.01
